,0,1,contains keyword
459,"Facebook Sued in France Over Hate Speech, False Information",0.7988288998603821,True
830,"Amazon sued for alleged race, gender bias in corporate hires",0.7894854545593262,True
1152,Apple is sued by rival over alleged App Store monopoly,0.7865130305290222,True
1149,Apple is sued by rival over alleged App Store monopoly,0.7865130305290222,True
682,Amazon sued by warehouse workers over COVID-19 screening pay,0.7818366289138794,True
1336,Apple Sued Over Apple Watch Screen Allegedly Causing Injury,0.7765932083129883,True
770,"Sony sued for allegedly operating monopoly with PS store, Bloomberg says",0.7675942778587341,True
927,"Sony sued for allegedly operating monopoly with PS store, Bloomberg says",0.7675942778587341,True
1148,Apple sued by rival over alleged App Store monopoly - TechCentral,0.7674278616905212,True
1151,Apple is sued by rival over alleged App Store monopoly | MarketScreener,0.7647101283073425,True
267,Google Sued By YouTube Rival Over Search Rankings ,0.7626508474349976,True
1040,Apple Maps Hit With New Navigation Patents Lawsuit,0.7600253820419312,False
463,"Facebook Faces Complaint Over Hate Speech, Disinformation -  BNN Bloomberg",0.756344735622406,False
847,Amazon Sues NY Attorney General to Stop Virus Probe,0.7555566430091858,False
871,Amazon sues EU antitrust regulators for letting Italian case go ahead | Technology,0.7549629807472229,False
106,Google Sues Two Russians for Alleged Organized Crime Scheme,0.7537236213684082,False
1155,Former Apple Employees Allege Company Complicit In China Suppliers' Labor Law Violation,0.7526109218597412,False
684,Amazon com : sued by warehouse workers over COVID-19 screening pay,0.752292275428772,True
1060,Apple sued by group insisting it curb Telegram after Capitol attack,0.7519530057907104,True
859,"Amazon Sues New York Over COVID Workplace Safety, Firing Lawsuit",0.7491931915283203,False
875,"Amazon Fires Back at Parler Lawsuit, Noting Violent Content",0.7486286163330078,False
1378,China fines tech giants over anti-monopoly violations again,0.7485887408256531,False
950,China fines tech giants over anti-monopoly violations again,0.7485887408256531,False
163,UK Lawsuit Targets Google App Store Charges,0.7474024295806885,False
1231,Apple must face shareholder lawsuit over CEO Cook's China sales comments,0.7469477653503418,False
912,Google sued by states alleging Play Store fees violate antitrust law,0.7464570999145508,True
172,Google sued by states alleging Play Store fees violate antitrust law,0.7464570999145508,True
1032,"Amazon, Gap rejected job applicants with criminal records: lawsuits",0.7441731691360474,False
168,Google Sued Over Alleged Play Store Abuses – Report,0.743671178817749,True
84,Microsoft Allege Email Software Server Hack By Chinese Hackers: Reuters,0.7411929368972778,False
850,Amazon Hits Back In Court Against Accusations Of Negligence Amid Pandemic,0.7400087118148804,False
803,Amazon Apologizes For Tweet Amid Claims That Its Workers Pee In Bottles,0.7398028373718262,False
1298,Snap shareholder sues over Apple privacy tweak fallout,0.7391195893287659,False
1347,"Apple Sues Israeli Firm NSO Over Spyware, Claiming iPhone Hacks ",0.7380724549293518,False
460,Facebook sued for 'deceptive practices' over disinformation on platform,0.7380474805831909,True
285,"Facebook could be sued by consumer groups, EU court adviser says",0.7363195419311523,True
349,Ericsson sues Apple to clear proposed 5G patent licensing rates,0.7360662221908569,False
869,ED investigating Amazon for FDI violations in Future Retail deal,0.7360206246376038,False
514,Facebook faces lawsuit over alleged data breach,0.7359766364097595,False
1063,Facebook loses bid for litigation funder info in trade secrets lawsuit,0.7356421947479248,False
831,Amazon Could Face ED Probe Over Alleged FDI Violations,0.7344560027122498,False
512,Facebook Sued in UK for 'Losing Control' of User Data,0.7335284352302551,True
949,Kentucky AG sues CVS Health over state's opioid problems,0.7328464984893799,False
1228,Apple to face shareholder lawsuit over CEO Cook’s China sales comments,0.7323078513145447,False
251,Google threatens to shut down search engine in Australia over news law,0.7309228777885437,False
923,Walmart loses lawsuit brought by worker with Down syndrome,0.7308689951896667,False
169,Google to Be Sued by States Over Alleged Play Store Abuse,0.7305564880371094,True
910,Google to Be Sued by States Over Alleged Play Store Abuse,0.7305564880371094,True
406,Google to Be Sued by States Over Alleged Play Store Abuse,0.7305564880371094,True
1007,Morgan Stanley Trading Duo Snared in Italian Ferry Firm Lawsuit,0.7305376529693604,False
841,New York sues Amazon over worker safety during pandemic,0.7281385064125061,False
821,"Amazon sued over discrimination, sexual harassment claims",0.7280389666557312,True
631,California commission claims retailers violating plastic bag law,0.7274999618530273,False
944,California commission claims retailers violating plastic bag law,0.7274999618530273,False
883,Parler sues Amazon after company removal of app,0.7274864912033081,False
640,OSHA opens probe into deadly Amazon warehouse collapse in Illinois,0.7274142503738403,False
839,New York sues Amazon over pandemic working conditions,0.7270911335945129,False
843,New York attorney general sues Amazon over Covid shortfalls,0.7265392541885376,False
790,Labor board finds Amazon illegally fired workers who spoke against company,0.7251024842262268,False
1338,Apple Sued By Customers For Alleged Defect In Apple Watch That Can Cause Injuries,0.7248351573944092,True
16,Microsoft Warns Against Russian Hackers,0.7244048118591309,False
834,NY Sues Amazon for Lack of COVID Safety Measures,0.7243327498435974,False
992,EU accuses Apple of antitrust breach over App Store rules,0.7243313789367676,False
1002,Google battles landmark UK class action over alleged iPhone tracking,0.7241355180740356,False
1001,Google battles landmark UK class action over alleged iPhone tracking,0.7241355180740356,False
439,Google battles landmark UK class action over alleged iPhone tracking,0.7241355180740356,False
223,Google battles landmark UK class action over alleged iPhone tracking,0.7241355180740356,False
217,Roku Drops YouTube TV App in Carriage Dispute,0.723980188369751,False
1230,Apple faces lawsuit over CEO Cook's comments,0.7238619327545166,False
119,"Google sues Epic over alleged 'Fortnite' contract breach, ZDNet says",0.7236355543136597,False
808,"Amazon Lawsuit: Rest, Meal Breaks Dishonored by Company, Former Employee Sues",0.7225507497787476,False
174,"Trump Sues Facebook, Twitter, Google Over Social Media Bans",0.7225435972213745,False
407,"Trump Sues Facebook, Twitter, Google Over Social Media Bans",0.7225435972213745,False
746,"Trump Sues Facebook, Twitter, Google Over Social Media Bans",0.7225435972213745,False
1268,Chinese EV battery maker CATL sues smaller rival over alleged IP violation,0.7219533920288086,False
886,"Parler Sues Amazon Over Allegations Of Political Bias, Favoring Twitter",0.7218052744865417,False
266,"Parler Sues Amazon Over Allegations Of Political Bias, Favoring Twitter",0.7218052744865417,False
752,Amazon teams with board game distributor to sue alleged counterfeiters,0.7217909097671509,False
1426,Tesla Is Sued Over Autopilot Feature Used by Alleged Drunk Driver,0.720564067363739,True
630,Exclusive-California commission claims retailers violating plastic bag law,0.7204520106315613,False
893,EXCLUSIVE-California commission claims retailers violating plastic bag law,0.7204520106315613,False
943,Exclusive-California commission claims retailers violating plastic bag law,0.7204520106315613,False
882,Conservative Social Network Parler Sues Amazon Over Web Shutdown,0.720152735710144,False
1201,Apple hit with two privacy complaints in Europe over its mobile tracking tool for advertisers,0.7199422717094421,False
231,Australia finds Google misled customers over data collection - regulator,0.7197394371032715,False
1352,Russia opens case against Apple in App Store payment dispute,0.7196312546730042,False
796,"Amazon Illegally Fired Activist Workers, Labor Board Finds",0.7191559672355652,False
906,Vans sues Walmart over alleged sneaker knockoffs,0.7190351486206055,False
613,"Russia threatens Google and Apple with fines over ""interference""",0.7189200520515442,False
144,"Russia threatens Google and Apple with fines over ""interference""",0.7189200520515442,False
836,New York sues Amazon over worker safety during Covid-19 pandemic,0.7185314297676086,False
629,Shopify sued by publishers accusing company of profiting from textbook piracy,0.7183851003646851,True
982,Apple hit with landmark antitrust charges in Europe over App Store practices,0.7183095216751099,False
986,Apple hit with landmark antitrust charges in Europe over App Store practices,0.7183095216751099,False
513,Facebook Faces 2nd UK Class Action Lawsuit over Data Harvesting Scandal,0.717913031578064,False
75,Microsoft attack blamed on China morphs into global crisis -  BNN Bloomberg,0.7177999019622803,False
